model_name,animal_type,target,measure (MAE/MSE),Cross-validation,evaluated_on (Train/Test),Error,n_rows,n_missing_feature_values,best_params
LightGBM,heifer,Total number of defects,MSE,5,Train,0.9081959573870473,233,3066,"{'n_estimators': 250, 'learning_rate': 0.010357316157873345, 'num_leaves': 50, 'max_depth': 8, 'min_child_samples': 39, 'subsample': 0.8914626183000344, 'colsample_bytree': 0.8427634280617641, 'reg_lambda': 8.057449271250869}"
LightGBM,heifer,Total number of defects,MSE,1,Test,1.3826575373093213,233,3066,"{'n_estimators': 250, 'learning_rate': 0.010357316157873345, 'num_leaves': 50, 'max_depth': 8, 'min_child_samples': 39, 'subsample': 0.8914626183000344, 'colsample_bytree': 0.8427634280617641, 'reg_lambda': 8.057449271250869}"
LightGBM,heifer,Total number of defects,MSE,2,Test,0.752821545971704,233,3066,"{'n_estimators': 250, 'learning_rate': 0.010357316157873345, 'num_leaves': 50, 'max_depth': 8, 'min_child_samples': 39, 'subsample': 0.8914626183000344, 'colsample_bytree': 0.8427634280617641, 'reg_lambda': 8.057449271250869}"
LightGBM,heifer,Total number of defects,MSE,3,Test,1.188106815516722,233,3066,"{'n_estimators': 250, 'learning_rate': 0.010357316157873345, 'num_leaves': 50, 'max_depth': 8, 'min_child_samples': 39, 'subsample': 0.8914626183000344, 'colsample_bytree': 0.8427634280617641, 'reg_lambda': 8.057449271250869}"
LightGBM,heifer,Total number of defects,MSE,4,Test,0.7168317555605591,233,3066,"{'n_estimators': 250, 'learning_rate': 0.010357316157873345, 'num_leaves': 50, 'max_depth': 8, 'min_child_samples': 39, 'subsample': 0.8914626183000344, 'colsample_bytree': 0.8427634280617641, 'reg_lambda': 8.057449271250869}"
LightGBM,heifer,Total number of defects,MSE,5,Test,1.027609863370799,233,3066,"{'n_estimators': 250, 'learning_rate': 0.010357316157873345, 'num_leaves': 50, 'max_depth': 8, 'min_child_samples': 39, 'subsample': 0.8914626183000344, 'colsample_bytree': 0.8427634280617641, 'reg_lambda': 8.057449271250869}"
Hist Gradient Boosting,cow,live weight,MAE,1,Train,44.35555555555556,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MAE,2,Train,44.7237399561724,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MAE,3,Train,45.79167275383492,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MAE,4,Train,47.75704894083273,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MAE,5,Train,50.05653761869978,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MAE,1,Test,57.74000000000003,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MAE,2,Test,58.67327327327329,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MAE,3,Test,50.56756756756756,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MAE,4,Test,48.10750750750746,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MAE,5,Test,33.03423423423425,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MSE,1,Train,3413.254444444445,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MSE,2,Train,3303.2445726807896,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MSE,3,Train,3288.506691015341,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MSE,4,Train,3761.743170197225,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MSE,5,Train,4083.4105332359395,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MSE,1,Test,4987.726000000004,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MSE,2,Test,5167.4105624543545,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MSE,3,Test,5036.8915672429175,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MSE,4,Test,3516.527340313282,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,live weight,MSE,5,Test,1773.7729502475459,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,steer,live weight,MAE,1,Train,25.109067826353904,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MAE,2,Train,22.72711086983647,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MAE,3,Train,23.845018818328175,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MAE,4,Train,24.026772991649842,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MAE,5,Train,24.382075157517157,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MAE,1,Test,22.506684415100978,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MAE,2,Test,30.409910640583988,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MAE,3,Test,27.02038651675919,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MAE,4,Test,25.634499507041227,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MAE,5,Test,25.264564107699478,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MSE,1,Train,1638.112442446227,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MSE,2,Train,926.5394186851394,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MSE,3,Train,1526.5938150870136,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MSE,4,Train,1584.5692533273418,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MSE,5,Train,1628.6937436007206,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MSE,1,Test,910.8063447696894,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MSE,2,Test,3893.652644727525,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MSE,3,Test,1403.401162559884,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MSE,4,Test,1137.7914024528043,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,steer,live weight,MSE,5,Test,1037.6633742482807,594,4265,"{'max_iter': 600, 'learning_rate': 0.014944184550844147, 'max_leaf_nodes': 53, 'l2_regularization': 0.18432646279769732}"
Hist Gradient Boosting,heifer,live weight,MAE,1,Train,15.19361320132412,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MAE,2,Train,14.990591922951984,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MAE,3,Train,16.76526723031936,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MAE,4,Train,15.988955768073966,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MAE,5,Train,15.907094476606257,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MAE,1,Test,21.54099319956839,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MAE,2,Test,21.49277978370562,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MAE,3,Test,14.809705848975822,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MAE,4,Test,17.874710757338825,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MAE,5,Test,19.256802852114173,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MSE,1,Train,419.80481867443734,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MSE,2,Train,410.2293025738583,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MSE,3,Train,511.8290344463596,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MSE,4,Train,459.8641413349786,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MSE,5,Train,437.4386051033843,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MSE,1,Test,762.2465656850294,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MSE,2,Test,852.8036201735313,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MSE,3,Test,349.32127905118205,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MSE,4,Test,570.6169086503294,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,heifer,live weight,MSE,5,Test,831.6422799787724,233,3066,"{'max_iter': 350, 'learning_rate': 0.05844181212917053, 'max_leaf_nodes': 36, 'l2_regularization': 0.0022247043471235644}"
Hist Gradient Boosting,cow,carcass weight,MAE,1,Train,23.945987654320984,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MAE,2,Train,25.212563915266614,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MAE,3,Train,22.795471146822493,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MAE,4,Train,27.17677136596056,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MAE,5,Train,27.368882395909424,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MAE,1,Test,31.96666666666666,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MAE,2,Test,28.96546546546545,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MAE,3,Test,35.65915915915916,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MAE,4,Test,21.124624624624598,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MAE,5,Test,16.794294294294293,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MSE,1,Train,1045.7770061728395,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MSE,2,Train,1010.8520818115412,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MSE,3,Train,944.353542731921,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MSE,4,Train,1250.8984660336014,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MSE,5,Train,1281.8224981738495,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MSE,1,Test,1552.5841049382711,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MSE,2,Test,1654.1081283986678,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MSE,3,Test,1856.255316126938,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MSE,4,Test,674.5151976300614,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,cow,carcass weight,MSE,5,Test,465.48606038470894,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
Hist Gradient Boosting,steer,carcass weight,MAE,1,Train,13.379603623186783,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MAE,2,Train,12.74839173059141,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MAE,3,Train,13.027128515710332,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MAE,4,Train,12.781857302805088,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MAE,5,Train,12.686811856644573,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MAE,1,Test,12.083244090166927,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MAE,2,Test,14.841408556522678,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MAE,3,Test,13.884756791302724,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MAE,4,Test,14.503755702824133,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MAE,5,Test,14.3585370205859,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MSE,1,Train,311.84828418961786,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MSE,2,Train,278.57541590803675,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MSE,3,Train,288.8086606098807,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MSE,4,Train,295.9281484273747,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MSE,5,Train,293.75061361513275,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MSE,1,Test,255.18850509055162,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MSE,2,Test,411.114896993604,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MSE,3,Test,367.17933335015965,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MSE,4,Test,328.99693667585126,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,steer,carcass weight,MSE,5,Test,330.0525357056553,594,4265,"{'max_iter': 300, 'learning_rate': 0.013923176705470953, 'max_leaf_nodes': 46, 'l2_regularization': 0.0003069052022995187}"
Hist Gradient Boosting,heifer,carcass weight,MAE,1,Train,9.63783097054064,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MAE,2,Train,9.626203953223461,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MAE,3,Train,10.387368849723442,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MAE,4,Train,10.346093651525015,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MAE,5,Train,10.043023858992639,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MAE,1,Test,12.737860328111509,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MAE,2,Test,12.253202867331503,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MAE,3,Test,9.703052438577663,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MAE,4,Test,10.25526637842356,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MAE,5,Test,11.904650293644075,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MSE,1,Train,160.97259294997434,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MSE,2,Train,175.12619206177743,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MSE,3,Train,196.89774923489003,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MSE,4,Train,188.2813734174687,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MSE,5,Train,166.16656261482052,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MSE,1,Test,295.3155887848909,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MSE,2,Test,229.67070695247338,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MSE,3,Test,147.27068425902596,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MSE,4,Test,175.33868784209565,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,heifer,carcass weight,MSE,5,Test,324.0458283917273,233,3066,"{'max_iter': 200, 'learning_rate': 0.010474800219228319, 'max_leaf_nodes': 35, 'l2_regularization': 1.76220006811907}"
Hist Gradient Boosting,cow,price,MAE,1,Train,94.425,46,1302,"{'max_iter': 250, 'learning_rate': 0.011768682308947991, 'max_leaf_nodes': 40, 'l2_regularization': 4.531964048170462}"
