model_name,animal_type,target,max_lag,measure (MAE/MSE),Cross-validation,evaluated_on (Train/Test),Error
LightGBM depth4,steer,price,180,MSE,4,Test,18666.656093044316
LightGBM depth4,steer,price,180,MSE,5,Test,13465.30086641122
LightGBM depth4,heifer,price,180,MAE,1,Train,62.820503339186175
LightGBM depth4,heifer,price,180,MAE,2,Train,55.03236666264491
LightGBM depth4,heifer,price,180,MAE,3,Train,55.817042522011185
LightGBM depth4,heifer,price,180,MAE,4,Train,57.93224894401338
LightGBM depth4,heifer,price,180,MAE,5,Train,49.6847132122751
LightGBM depth4,heifer,price,180,MAE,1,Test,39.94897733171811
LightGBM depth4,heifer,price,180,MAE,2,Test,75.26447020976339
LightGBM depth4,heifer,price,180,MAE,3,Test,69.54612494936134
LightGBM depth4,heifer,price,180,MAE,4,Test,66.19303253469543
LightGBM depth4,heifer,price,180,MAE,5,Test,84.08256888115761
LightGBM depth4,heifer,price,180,MSE,1,Train,6921.478958703626
LightGBM depth4,heifer,price,180,MSE,2,Train,5361.50132791454
LightGBM depth4,heifer,price,180,MSE,3,Train,5715.026908852313
LightGBM depth4,heifer,price,180,MSE,4,Train,5935.227891463956
LightGBM depth4,heifer,price,180,MSE,5,Train,4687.079312049284
LightGBM depth4,heifer,price,180,MSE,1,Test,2228.1441147039745
LightGBM depth4,heifer,price,180,MSE,2,Test,10961.975377638983
LightGBM depth4,heifer,price,180,MSE,3,Test,8361.417683542664
LightGBM depth4,heifer,price,180,MSE,4,Test,7004.901670761941
LightGBM depth4,heifer,price,180,MSE,5,Test,12514.070631018994
LightGBM depth4,cow,Total number of defects,180,MAE,1,Train,0.7901234567901234
LightGBM depth4,cow,Total number of defects,180,MAE,2,Train,0.8195763330898467
LightGBM depth4,cow,Total number of defects,180,MAE,3,Train,0.7888970051132214
LightGBM depth4,cow,Total number of defects,180,MAE,4,Train,0.8108108108108109
LightGBM depth4,cow,Total number of defects,180,MAE,5,Train,0.8444119795471147
LightGBM depth4,cow,Total number of defects,180,MAE,1,Test,0.9222222222222222
LightGBM depth4,cow,Total number of defects,180,MAE,2,Test,0.8138138138138138
LightGBM depth4,cow,Total number of defects,180,MAE,3,Test,0.8858858858858859
LightGBM depth4,cow,Total number of defects,180,MAE,4,Test,0.7777777777777778
LightGBM depth4,cow,Total number of defects,180,MAE,5,Test,0.6936936936936937
LightGBM depth4,cow,Total number of defects,180,MSE,1,Train,1.0432098765432098
LightGBM depth4,cow,Total number of defects,180,MSE,2,Train,0.9612856099342585
LightGBM depth4,cow,Total number of defects,180,MSE,3,Train,1.0533235938641345
LightGBM depth4,cow,Total number of defects,180,MSE,4,Train,1.135135135135135
LightGBM depth4,cow,Total number of defects,180,MSE,5,Train,1.101533966398832
LightGBM depth4,cow,Total number of defects,180,MSE,1,Test,1.134567901234568
LightGBM depth4,cow,Total number of defects,180,MSE,2,Test,1.4801558315071826
LightGBM depth4,cow,Total number of defects,180,MSE,3,Test,1.099829559289019
LightGBM depth4,cow,Total number of defects,180,MSE,4,Test,0.7777777777777778
LightGBM depth4,cow,Total number of defects,180,MSE,5,Test,0.8954630305981657
LightGBM depth4,steer,Total number of defects,180,MAE,1,Train,0.31461570688130824
LightGBM depth4,steer,Total number of defects,180,MAE,2,Train,0.3672146577110179
LightGBM depth4,steer,Total number of defects,180,MAE,3,Train,0.35725623867953177
LightGBM depth4,steer,Total number of defects,180,MAE,4,Train,0.34496981945638433
LightGBM depth4,steer,Total number of defects,180,MAE,5,Train,0.31362552667831484
LightGBM depth4,steer,Total number of defects,180,MAE,1,Test,0.40245436125154177
LightGBM depth4,steer,Total number of defects,180,MAE,2,Test,0.29812526855116056
LightGBM depth4,steer,Total number of defects,180,MAE,3,Test,0.35512354830514736
LightGBM depth4,steer,Total number of defects,180,MAE,4,Test,0.39161215431232577
LightGBM depth4,steer,Total number of defects,180,MAE,5,Test,0.40278270333649946
LightGBM depth4,steer,Total number of defects,180,MSE,1,Train,0.3032670492907866
LightGBM depth4,steer,Total number of defects,180,MSE,2,Train,0.34975504323251544
LightGBM depth4,steer,Total number of defects,180,MSE,3,Train,0.3423005054697455
LightGBM depth4,steer,Total number of defects,180,MSE,4,Train,0.2979309757282567
LightGBM depth4,steer,Total number of defects,180,MSE,5,Train,0.3159638843134843
LightGBM depth4,steer,Total number of defects,180,MSE,1,Test,0.47288496715345785
LightGBM depth4,steer,Total number of defects,180,MSE,2,Test,0.24705215203121278
LightGBM depth4,steer,Total number of defects,180,MSE,3,Test,0.3270714963843628
LightGBM depth4,steer,Total number of defects,180,MSE,4,Test,0.5979026069227271
LightGBM depth4,steer,Total number of defects,180,MSE,5,Test,0.3886110176915516
LightGBM depth4,heifer,Total number of defects,180,MAE,1,Train,0.5750504421151399
LightGBM depth4,heifer,Total number of defects,180,MAE,2,Train,0.499253813288637
LightGBM depth4,heifer,Total number of defects,180,MAE,3,Train,0.540069898314826
LightGBM depth4,heifer,Total number of defects,180,MAE,4,Train,0.44905879456860687
LightGBM depth4,heifer,Total number of defects,180,MAE,5,Train,0.5182895120948574
LightGBM depth4,heifer,Total number of defects,180,MAE,1,Test,0.38181350072404235
LightGBM depth4,heifer,Total number of defects,180,MAE,2,Test,0.6802843778660371
LightGBM depth4,heifer,Total number of defects,180,MAE,3,Test,0.43835697352430136
LightGBM depth4,heifer,Total number of defects,180,MAE,4,Test,0.7735963406939487
LightGBM depth4,heifer,Total number of defects,180,MAE,5,Test,0.6683508719581662
LightGBM depth4,heifer,Total number of defects,180,MSE,1,Train,0.6817024240389623
LightGBM depth4,heifer,Total number of defects,180,MSE,2,Train,0.5029834301081082
LightGBM depth4,heifer,Total number of defects,180,MSE,3,Train,0.6548423966694713
LightGBM depth4,heifer,Total number of defects,180,MSE,4,Train,0.40458972764219225
LightGBM depth4,heifer,Total number of defects,180,MSE,5,Train,0.5875989768205688
LightGBM depth4,heifer,Total number of defects,180,MSE,1,Test,0.2330612788931863
LightGBM depth4,heifer,Total number of defects,180,MSE,2,Test,1.002288590596195
LightGBM depth4,heifer,Total number of defects,180,MSE,3,Test,0.3126523194050959
LightGBM depth4,heifer,Total number of defects,180,MSE,4,Test,1.4607807173798733
LightGBM depth4,heifer,Total number of defects,180,MSE,5,Test,0.6613571023463505
LightGBM depth4,cow,live weight,720,MAE,1,Train,48.07777777777777
LightGBM depth4,cow,live weight,720,MAE,2,Train,41.25186260215029
LightGBM depth4,cow,live weight,720,MAE,3,Train,45.7414171195187
LightGBM depth4,cow,live weight,720,MAE,4,Train,44.82132948212942
LightGBM depth4,cow,live weight,720,MAE,5,Train,53.665157316443334
LightGBM depth4,cow,live weight,720,MAE,1,Test,45.97333333333334
LightGBM depth4,cow,live weight,720,MAE,2,Test,69.23123152449324
LightGBM depth4,cow,live weight,720,MAE,3,Test,50.97177158848299
LightGBM depth4,cow,live weight,720,MAE,4,Test,57.35195250181822
LightGBM depth4,cow,live weight,720,MAE,5,Test,18.804203984257683
LightGBM depth4,cow,live weight,720,MSE,1,Train,3733.3552469135807
LightGBM depth4,cow,live weight,720,MSE,2,Train,2786.9518042366763
LightGBM depth4,cow,live weight,720,MSE,3,Train,3731.6717750182615
LightGBM depth4,cow,live weight,720,MSE,4,Train,3330.7263696128593
LightGBM depth4,cow,live weight,720,MSE,5,Train,4397.859108838573
LightGBM depth4,cow,live weight,720,MSE,1,Test,3518.3310864197542
LightGBM depth4,cow,live weight,720,MSE,2,Test,7216.743727464807
LightGBM depth4,cow,live weight,720,MSE,3,Test,3390.6340295385367
LightGBM depth4,cow,live weight,720,MSE,4,Test,4937.888000087426
LightGBM depth4,cow,live weight,720,MSE,5,Test,449.63908014803553
LightGBM depth4,steer,live weight,720,MAE,1,Train,27.639457769360806
LightGBM depth4,steer,live weight,720,MAE,2,Train,29.55137288113294
LightGBM depth4,steer,live weight,720,MAE,3,Train,28.495080878918458
LightGBM depth4,steer,live weight,720,MAE,4,Train,28.75798450859645
LightGBM depth4,steer,live weight,720,MAE,5,Train,29.089383466853295
LightGBM depth4,steer,live weight,720,MAE,1,Test,34.895571241386
LightGBM depth4,steer,live weight,720,MAE,2,Test,27.68184626588522
LightGBM depth4,steer,live weight,720,MAE,3,Test,27.82063640232239
LightGBM depth4,steer,live weight,720,MAE,4,Test,31.439340764089955
LightGBM depth4,steer,live weight,720,MAE,5,Test,29.999427910545297
LightGBM depth4,steer,live weight,720,MSE,1,Train,1169.042783425721
LightGBM depth4,steer,live weight,720,MSE,2,Train,2137.0151021131214
LightGBM depth4,steer,live weight,720,MSE,3,Train,2079.7443747913517
LightGBM depth4,steer,live weight,720,MSE,4,Train,2073.127106971599
LightGBM depth4,steer,live weight,720,MSE,5,Train,2081.7904061594245
LightGBM depth4,steer,live weight,720,MSE,1,Test,5160.255681484334
LightGBM depth4,steer,live weight,720,MSE,2,Test,1164.5562054890586
LightGBM depth4,steer,live weight,720,MSE,3,Test,1249.2728429455572
LightGBM depth4,steer,live weight,720,MSE,4,Test,1414.7238735129972
LightGBM depth4,steer,live weight,720,MSE,5,Test,1438.0913359273345
LightGBM depth4,heifer,live weight,720,MAE,1,Train,20.16328082084656
LightGBM depth4,heifer,live weight,720,MAE,2,Train,27.529687833786003
LightGBM depth4,heifer,live weight,720,MAE,3,Train,22.83828139305114
LightGBM depth4,heifer,live weight,720,MAE,4,Train,20.888281297683704
LightGBM depth4,heifer,live weight,720,MAE,5,Train,26.056249999999995
LightGBM depth4,heifer,live weight,720,MAE,1,Test,44.931246566772444
LightGBM depth4,heifer,live weight,720,MAE,2,Test,7.962497329711923
LightGBM depth4,heifer,live weight,720,MAE,3,Test,27.80312557220458
LightGBM depth4,heifer,live weight,720,MAE,4,Test,42.63125038146973
LightGBM depth4,heifer,live weight,720,MAE,5,Test,13.396874237060544
LightGBM depth4,heifer,live weight,720,MSE,1,Train,678.5799609375116
LightGBM depth4,heifer,live weight,720,MSE,2,Train,1298.3060937500063
LightGBM depth4,heifer,live weight,720,MSE,3,Train,1095.0099609375004
LightGBM depth4,heifer,live weight,720,MSE,4,Train,800.8737109374994
LightGBM depth4,heifer,live weight,720,MSE,5,Train,1263.1487109375014
LightGBM depth4,heifer,live weight,720,MSE,1,Test,2989.233793044099
LightGBM depth4,heifer,live weight,720,MSE,2,Test,119.24636372566923
LightGBM depth4,heifer,live weight,720,MSE,3,Test,956.9128827619563
LightGBM depth4,heifer,live weight,720,MSE,4,Test,2459.7803840875627
LightGBM depth4,heifer,live weight,720,MSE,5,Test,249.4653412818932
LightGBM depth4,cow,carcass weight,720,MAE,1,Train,26.475308641975314
LightGBM depth4,cow,carcass weight,720,MAE,2,Train,22.566106647187727
LightGBM depth4,cow,carcass weight,720,MAE,3,Train,24.86121256391526
LightGBM depth4,cow,carcass weight,720,MAE,4,Train,24.50693937180424
LightGBM depth4,cow,carcass weight,720,MAE,5,Train,28.382761139517893
LightGBM depth4,cow,carcass weight,720,MAE,1,Test,25.03333333333335
LightGBM depth4,cow,carcass weight,720,MAE,2,Test,37.049549549549546
LightGBM depth4,cow,carcass weight,720,MAE,3,Test,27.545045045045054
LightGBM depth4,cow,carcass weight,720,MAE,4,Test,29.566066066066057
LightGBM depth4,cow,carcass weight,720,MAE,5,Test,12.48198198198198
LightGBM depth4,cow,carcass weight,720,MSE,1,Train,1076.3001543209875
LightGBM depth4,cow,carcass weight,720,MSE,2,Train,924.6322132943754
LightGBM depth4,cow,carcass weight,720,MSE,3,Train,1152.5628195763331
LightGBM depth4,cow,carcass weight,720,MSE,4,Train,1069.5745069393718
LightGBM depth4,cow,carcass weight,720,MSE,5,Train,1334.4970781592401
LightGBM depth4,cow,carcass weight,720,MSE,1,Test,1386.2859567901246
LightGBM depth4,cow,carcass weight,720,MSE,2,Test,1985.0757446635823
LightGBM depth4,cow,carcass weight,720,MSE,3,Test,1037.9529461894333
LightGBM depth4,cow,carcass weight,720,MSE,4,Test,1353.8872047723396
LightGBM depth4,cow,carcass weight,720,MSE,5,Test,244.06673565457348
LightGBM depth4,steer,carcass weight,720,MAE,1,Train,14.664212364778322
LightGBM depth4,steer,carcass weight,720,MAE,2,Train,14.506516795632216
LightGBM depth4,steer,carcass weight,720,MAE,3,Train,14.151344123527709
LightGBM depth4,steer,carcass weight,720,MAE,4,Train,14.202662278280584
LightGBM depth4,steer,carcass weight,720,MAE,5,Train,14.216036114623288
LightGBM depth4,steer,carcass weight,720,MAE,1,Test,13.788766659430063
LightGBM depth4,steer,carcass weight,720,MAE,2,Test,14.741723656005846
LightGBM depth4,steer,carcass weight,720,MAE,3,Test,14.467095424639206
LightGBM depth4,steer,carcass weight,720,MAE,4,Test,15.971362988780083
LightGBM depth4,steer,carcass weight,720,MAE,5,Test,15.961725912429936
LightGBM depth4,steer,carcass weight,720,MSE,1,Train,351.7379033156321
LightGBM depth4,steer,carcass weight,720,MSE,2,Train,356.9014495593325
LightGBM depth4,steer,carcass weight,720,MSE,3,Train,332.04119393801136
LightGBM depth4,steer,carcass weight,720,MSE,4,Train,342.8834546103823
LightGBM depth4,steer,carcass weight,720,MSE,5,Train,329.8579920464142
LightGBM depth4,steer,carcass weight,720,MSE,1,Test,345.64170930214306
LightGBM depth4,steer,carcass weight,720,MSE,2,Test,334.7860990831936
LightGBM depth4,steer,carcass weight,720,MSE,3,Test,360.7946702967814
LightGBM depth4,steer,carcass weight,720,MSE,4,Test,382.78817669590535
LightGBM depth4,steer,carcass weight,720,MSE,5,Test,451.8355655268216
LightGBM depth4,heifer,carcass weight,720,MAE,1,Train,11.48046875
LightGBM depth4,heifer,carcass weight,720,MAE,2,Train,15.890625
LightGBM depth4,heifer,carcass weight,720,MAE,3,Train,15.20703125
LightGBM depth4,heifer,carcass weight,720,MAE,4,Train,14.15625
LightGBM depth4,heifer,carcass weight,720,MAE,5,Train,17.46875
LightGBM depth4,heifer,carcass weight,720,MAE,1,Test,29.546875
LightGBM depth4,heifer,carcass weight,720,MAE,2,Test,10.8125
LightGBM depth4,heifer,carcass weight,720,MAE,3,Test,15.5
LightGBM depth4,heifer,carcass weight,720,MAE,4,Test,21.84375
LightGBM depth4,heifer,carcass weight,720,MAE,5,Test,5.703125
LightGBM depth4,heifer,carcass weight,720,MSE,1,Train,196.6943359375
LightGBM depth4,heifer,carcass weight,720,MSE,2,Train,443.15234375
LightGBM depth4,heifer,carcass weight,720,MSE,3,Train,384.4130859375
LightGBM depth4,heifer,carcass weight,720,MSE,4,Train,375.0537109375
LightGBM depth4,heifer,carcass weight,720,MSE,5,Train,470.9443359375
LightGBM depth4,heifer,carcass weight,720,MSE,1,Test,1236.3994140625
LightGBM depth4,heifer,carcass weight,720,MSE,2,Test,169.58203125
LightGBM depth4,heifer,carcass weight,720,MSE,3,Test,399.8056640625
LightGBM depth4,heifer,carcass weight,720,MSE,4,Test,514.0244140625
LightGBM depth4,heifer,carcass weight,720,MSE,5,Test,35.9619140625
LightGBM depth4,cow,price,720,MAE,1,Train,105.9296295542776
LightGBM depth4,cow,price,720,MAE,2,Train,88.29839274682992
LightGBM depth4,cow,price,720,MAE,3,Train,97.50503973838967
LightGBM depth4,cow,price,720,MAE,4,Train,99.87019743825327
LightGBM depth4,cow,price,720,MAE,5,Train,106.9143899052399
LightGBM depth4,cow,price,720,MAE,1,Test,91.59249959309899
LightGBM depth4,cow,price,720,MAE,2,Test,142.1792789493595
LightGBM depth4,cow,price,720,MAE,3,Test,105.53873950855153
LightGBM depth4,cow,price,720,MAE,4,Test,102.57747835726349
LightGBM depth4,cow,price,720,MAE,5,Test,71.02342320347692
LightGBM depth4,cow,price,720,MSE,1,Train,17962.01685763889
LightGBM depth4,cow,price,720,MSE,2,Train,13913.479952520096
LightGBM depth4,cow,price,720,MSE,3,Train,17509.994737034336
LightGBM depth4,cow,price,720,MSE,4,Train,16146.839353542744
LightGBM depth4,cow,price,720,MSE,5,Train,19689.8892074507
LightGBM depth4,cow,price,720,MSE,1,Test,16054.458271383788
LightGBM depth4,cow,price,720,MSE,2,Test,31405.61016650071
LightGBM depth4,cow,price,720,MSE,3,Test,16301.115096123174
LightGBM depth4,cow,price,720,MSE,4,Test,21500.693208213488
LightGBM depth4,cow,price,720,MSE,5,Test,6820.101077557188
LightGBM depth4,steer,price,720,MAE,1,Train,86.52985945516629
LightGBM depth4,steer,price,720,MAE,2,Train,85.58844871166815
LightGBM depth4,steer,price,720,MAE,3,Train,83.42225174288531
LightGBM depth4,steer,price,720,MAE,4,Train,83.76513495756093
LightGBM depth4,steer,price,720,MAE,5,Train,83.88202634659947
LightGBM depth4,steer,price,720,MAE,1,Test,81.40305769963786
LightGBM depth4,steer,price,720,MAE,2,Test,87.04056444480071
LightGBM depth4,steer,price,720,MAE,3,Test,84.9439938586173
LightGBM depth4,steer,price,720,MAE,4,Test,94.29145226822676
LightGBM depth4,steer,price,720,MAE,5,Test,94.29116657408967
LightGBM depth4,steer,price,720,MSE,1,Train,12243.905233479918
LightGBM depth4,steer,price,720,MSE,2,Train,12423.739328231153
LightGBM depth4,steer,price,720,MSE,3,Train,11548.470784154613
LightGBM depth4,steer,price,720,MSE,4,Train,11934.494720514142
LightGBM depth4,steer,price,720,MSE,5,Train,11482.232868118328
LightGBM depth4,steer,price,720,MSE,1,Test,12036.414340033254
LightGBM depth4,steer,price,720,MSE,2,Test,11655.871353936705
LightGBM depth4,steer,price,720,MSE,3,Test,12476.626777002377
LightGBM depth4,steer,price,720,MSE,4,Test,13334.95737178195
LightGBM depth4,steer,price,720,MSE,5,Test,15733.437411805542
LightGBM depth4,heifer,price,720,MAE,1,Train,67.484375
LightGBM depth4,heifer,price,720,MAE,2,Train,90.57070198059083
LightGBM depth4,heifer,price,720,MAE,3,Train,89.98827972412111
LightGBM depth4,heifer,price,720,MAE,4,Train,87.434375
LightGBM depth4,heifer,price,720,MAE,5,Train,97.82500000000002
LightGBM depth4,heifer,price,720,MAE,1,Test,171.29218749999995
LightGBM depth4,heifer,price,720,MAE,2,Test,72.20938415527337
LightGBM depth4,heifer,price,720,MAE,3,Test,86.80000000000001
LightGBM depth4,heifer,price,720,MAE,4,Test,110.66562042236336
LightGBM depth4,heifer,price,720,MAE,5,Test,58.712495422363304
LightGBM depth4,heifer,price,720,MSE,1,Train,6628.187412109375
LightGBM depth4,heifer,price,720,MSE,2,Train,14671.330693359454
LightGBM depth4,heifer,price,720,MSE,3,Train,13363.84991210941
LightGBM depth4,heifer,price,720,MSE,4,Train,13388.640849609394
LightGBM depth4,heifer,price,720,MSE,5,Train,14768.81437500002
LightGBM depth4,heifer,price,720,MSE,1,Test,41892.4777441406
LightGBM depth4,heifer,price,720,MSE,2,Test,6865.985160083847
LightGBM depth4,heifer,price,720,MSE,3,Test,11412.884726371803
LightGBM depth4,heifer,price,720,MSE,4,Test,13403.279543466606
LightGBM depth4,heifer,price,720,MSE,5,Test,6122.6413374710355
LightGBM depth4,cow,Total number of defects,720,MAE,1,Train,0.7901234567901234
LightGBM depth4,cow,Total number of defects,720,MAE,2,Train,0.8195763330898467
LightGBM depth4,cow,Total number of defects,720,MAE,3,Train,0.7888970051132214
LightGBM depth4,cow,Total number of defects,720,MAE,4,Train,0.8108108108108109
LightGBM depth4,cow,Total number of defects,720,MAE,5,Train,0.8444119795471147
LightGBM depth4,cow,Total number of defects,720,MAE,1,Test,0.9222222222222222
LightGBM depth4,cow,Total number of defects,720,MAE,2,Test,0.8138138138138138
LightGBM depth4,cow,Total number of defects,720,MAE,3,Test,0.8858858858858859
LightGBM depth4,cow,Total number of defects,720,MAE,4,Test,0.7777777777777778
LightGBM depth4,cow,Total number of defects,720,MAE,5,Test,0.6936936936936937
LightGBM depth4,cow,Total number of defects,720,MSE,1,Train,1.0432098765432098
LightGBM depth4,cow,Total number of defects,720,MSE,2,Train,0.9612856099342585
LightGBM depth4,cow,Total number of defects,720,MSE,3,Train,1.0533235938641345
LightGBM depth4,cow,Total number of defects,720,MSE,4,Train,1.135135135135135
LightGBM depth4,cow,Total number of defects,720,MSE,5,Train,1.101533966398832
LightGBM depth4,cow,Total number of defects,720,MSE,1,Test,1.134567901234568
LightGBM depth4,cow,Total number of defects,720,MSE,2,Test,1.4801558315071826
LightGBM depth4,cow,Total number of defects,720,MSE,3,Test,1.099829559289019
LightGBM depth4,cow,Total number of defects,720,MSE,4,Test,0.7777777777777778
LightGBM depth4,cow,Total number of defects,720,MSE,5,Test,0.8954630305981657
LightGBM depth4,steer,Total number of defects,720,MAE,1,Train,0.34722256947311936
LightGBM depth4,steer,Total number of defects,720,MAE,2,Train,0.3711061010192458
LightGBM depth4,steer,Total number of defects,720,MAE,3,Train,0.3443791962213603
LightGBM depth4,steer,Total number of defects,720,MAE,4,Train,0.39048526196484873
LightGBM depth4,steer,Total number of defects,720,MAE,5,Train,0.3704718839709539
LightGBM depth4,steer,Total number of defects,720,MAE,1,Test,0.48389450558565145
LightGBM depth4,steer,Total number of defects,720,MAE,2,Test,0.42699900045492273
LightGBM depth4,steer,Total number of defects,720,MAE,3,Test,0.3985917683227104
LightGBM depth4,steer,Total number of defects,720,MAE,4,Test,0.296181840038841
LightGBM depth4,steer,Total number of defects,720,MAE,5,Test,0.42045655433082096
LightGBM depth4,steer,Total number of defects,720,MSE,1,Train,0.30054706307793144
LightGBM depth4,steer,Total number of defects,720,MSE,2,Train,0.3739732960203934
LightGBM depth4,steer,Total number of defects,720,MSE,3,Train,0.33421066404828015
LightGBM depth4,steer,Total number of defects,720,MSE,4,Train,0.4016796160673288
LightGBM depth4,steer,Total number of defects,720,MSE,5,Train,0.35065655104782695
LightGBM depth4,steer,Total number of defects,720,MSE,1,Test,0.776875544480201
LightGBM depth4,steer,Total number of defects,720,MSE,2,Test,0.41529956571953314
LightGBM depth4,steer,Total number of defects,720,MSE,3,Test,0.5035703431195986
LightGBM depth4,steer,Total number of defects,720,MSE,4,Test,0.21449453096954924
LightGBM depth4,steer,Total number of defects,720,MSE,5,Test,0.5045781544438904
LightGBM depth4,heifer,Total number of defects,720,MAE,1,Train,0.3046875
LightGBM depth4,heifer,Total number of defects,720,MAE,2,Train,0.40625
LightGBM depth4,heifer,Total number of defects,720,MAE,3,Train,0.515625
LightGBM depth4,heifer,Total number of defects,720,MAE,4,Train,0.515625
LightGBM depth4,heifer,Total number of defects,720,MAE,5,Train,0.46875
LightGBM depth4,heifer,Total number of defects,720,MAE,1,Test,0.75
LightGBM depth4,heifer,Total number of defects,720,MAE,2,Test,0.5
LightGBM depth4,heifer,Total number of defects,720,MAE,3,Test,0.375
LightGBM depth4,heifer,Total number of defects,720,MAE,4,Test,0.375
LightGBM depth4,heifer,Total number of defects,720,MAE,5,Test,0.40625
LightGBM depth4,heifer,Total number of defects,720,MSE,1,Train,0.15234375
LightGBM depth4,heifer,Total number of defects,720,MSE,2,Train,0.3125
LightGBM depth4,heifer,Total number of defects,720,MSE,3,Train,0.359375
LightGBM depth4,heifer,Total number of defects,720,MSE,4,Train,0.359375
LightGBM depth4,heifer,Total number of defects,720,MSE,5,Train,0.33984375
LightGBM depth4,heifer,Total number of defects,720,MSE,1,Test,1.00390625
LightGBM depth4,heifer,Total number of defects,720,MSE,2,Test,0.3125
LightGBM depth4,heifer,Total number of defects,720,MSE,3,Test,0.140625
LightGBM depth4,heifer,Total number of defects,720,MSE,4,Test,0.140625
LightGBM depth4,heifer,Total number of defects,720,MSE,5,Test,0.19140625
LightGBM depth6,cow,live weight,3,MAE,1,Train,48.07777777777777
LightGBM depth6,cow,live weight,3,MAE,2,Train,41.25186260215029
LightGBM depth6,cow,live weight,3,MAE,3,Train,45.7414171195187
LightGBM depth6,cow,live weight,3,MAE,4,Train,44.82132948212942
LightGBM depth6,cow,live weight,3,MAE,5,Train,53.665157316443334
LightGBM depth6,cow,live weight,3,MAE,1,Test,45.97333333333334
LightGBM depth6,cow,live weight,3,MAE,2,Test,69.23123152449324
LightGBM depth6,cow,live weight,3,MAE,3,Test,50.97177158848299
LightGBM depth6,cow,live weight,3,MAE,4,Test,57.35195250181822
LightGBM depth6,cow,live weight,3,MAE,5,Test,18.804203984257683
LightGBM depth6,cow,live weight,3,MSE,1,Train,3733.3552469135807
LightGBM depth6,cow,live weight,3,MSE,2,Train,2786.9518042366763
LightGBM depth6,cow,live weight,3,MSE,3,Train,3731.6717750182615
LightGBM depth6,cow,live weight,3,MSE,4,Train,3330.7263696128593
LightGBM depth6,cow,live weight,3,MSE,5,Train,4397.859108838573
LightGBM depth6,cow,live weight,3,MSE,1,Test,3518.3310864197542
LightGBM depth6,cow,live weight,3,MSE,2,Test,7216.743727464807
LightGBM depth6,cow,live weight,3,MSE,3,Test,3390.6340295385367
LightGBM depth6,cow,live weight,3,MSE,4,Test,4937.888000087426
LightGBM depth6,cow,live weight,3,MSE,5,Test,449.63908014803553
LightGBM depth6,steer,live weight,3,MAE,1,Train,28.279745355029036
LightGBM depth6,steer,live weight,3,MAE,2,Train,26.18560403234077
LightGBM depth6,steer,live weight,3,MAE,3,Train,29.28867618904863
LightGBM depth6,steer,live weight,3,MAE,4,Train,27.15622662604745
LightGBM depth6,steer,live weight,3,MAE,5,Train,28.7609032115789
LightGBM depth6,steer,live weight,3,MAE,1,Test,28.144561302448615
LightGBM depth6,steer,live weight,3,MAE,2,Test,37.41776101520071
LightGBM depth6,steer,live weight,3,MAE,3,Test,28.987816864132263
LightGBM depth6,steer,live weight,3,MAE,4,Test,32.5309660143281
LightGBM depth6,steer,live weight,3,MAE,5,Test,26.193025969123614
LightGBM depth6,steer,live weight,3,MSE,1,Train,2023.659600194886
LightGBM depth6,steer,live weight,3,MSE,2,Train,1146.5471572417691
LightGBM depth6,steer,live weight,3,MSE,3,Train,1947.9280490854394
LightGBM depth6,steer,live weight,3,MSE,4,Train,1925.2591046088417
LightGBM depth6,steer,live weight,3,MSE,5,Train,2089.8828514025763
LightGBM depth6,steer,live weight,3,MSE,1,Test,1190.9314500346472
LightGBM depth6,steer,live weight,3,MSE,2,Test,5037.072821124047
LightGBM depth6,steer,live weight,3,MSE,3,Test,1700.8285013603117
LightGBM depth6,steer,live weight,3,MSE,4,Test,1655.5265878964358
LightGBM depth6,steer,live weight,3,MSE,5,Test,1007.430877399772
LightGBM depth6,heifer,live weight,3,MAE,1,Train,18.686002287514857
LightGBM depth6,heifer,live weight,3,MAE,2,Train,16.920793098234405
LightGBM depth6,heifer,live weight,3,MAE,3,Train,17.151652607043165
LightGBM depth6,heifer,live weight,3,MAE,4,Train,17.201935721549887
LightGBM depth6,heifer,live weight,3,MAE,5,Train,15.066418975886398
LightGBM depth6,heifer,live weight,3,MAE,1,Test,12.810778031613504
LightGBM depth6,heifer,live weight,3,MAE,2,Test,22.958865215566217
LightGBM depth6,heifer,live weight,3,MAE,3,Test,17.802109839924437
LightGBM depth6,heifer,live weight,3,MAE,4,Test,18.887306055484483
LightGBM depth6,heifer,live weight,3,MAE,5,Test,25.927228372265763
LightGBM depth6,heifer,live weight,3,MSE,1,Train,598.4426320609417
LightGBM depth6,heifer,live weight,3,MSE,2,Train,482.34164432240556
LightGBM depth6,heifer,live weight,3,MSE,3,Train,525.4463972822447
LightGBM depth6,heifer,live weight,3,MSE,4,Train,536.2007252224831
LightGBM depth6,heifer,live weight,3,MSE,5,Train,420.29495321955665
LightGBM depth6,heifer,live weight,3,MSE,1,Test,258.2869669588718
LightGBM depth6,heifer,live weight,3,MSE,2,Test,1018.0753586599168
LightGBM depth6,heifer,live weight,3,MSE,3,Test,618.6481970877484
LightGBM depth6,heifer,live weight,3,MSE,4,Test,573.6146659702658
LightGBM depth6,heifer,live weight,3,MSE,5,Test,1195.4909166797718
LightGBM depth6,cow,carcass weight,3,MAE,1,Train,26.475308641975314
LightGBM depth6,cow,carcass weight,3,MAE,2,Train,22.566106647187727
