model_name,feature_set,animal_type,target,measure (MAE/MSE),Cross-validation,evaluated_on (Train/Test),Error,n_rows,n_features,n_missing_feature_values,best_params
ElasticNet,Non-weather + weather,steer,carcass weight,MAE,4,Train,13.036498801167548,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MAE,5,Train,13.110346191301,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MAE,1,Test,12.27928485400925,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MAE,2,Test,14.66899489704242,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MAE,3,Test,14.07877890932771,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MAE,4,Test,14.919514349548002,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MAE,5,Test,14.247274836642445,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MSE,1,Train,328.4374851428892,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MSE,2,Train,289.79412851809684,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MSE,3,Train,301.64358633496596,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MSE,4,Train,308.99688959321753,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MSE,5,Train,314.4259724220559,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MSE,1,Test,262.64635430839036,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MSE,2,Test,420.10364614539395,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MSE,3,Test,368.3418948249657,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MSE,4,Test,347.3183839029246,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MSE,5,Test,319.51646910744046,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MAE,1,Train,9.881065210591519,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MAE,2,Train,9.838094511154745,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MAE,3,Train,10.36909428715893,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MAE,4,Train,10.334957368123712,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MAE,5,Train,9.97006986152284,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MAE,1,Test,12.563544009965879,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MAE,2,Test,12.927624260038046,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MAE,3,Test,10.52925507587512,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MAE,4,Test,11.259651106657099,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MAE,5,Test,11.909290728188662,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MSE,1,Train,173.25252500140707,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MSE,2,Train,179.73999150830934,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MSE,3,Train,199.30139622232028,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MSE,4,Train,189.10459584580076,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MSE,5,Train,162.39127419780633,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MSE,1,Test,279.17220895773625,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MSE,2,Test,259.79434571901885,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MSE,3,Test,173.04818622856996,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MSE,4,Test,204.4414373513882,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,heifer,carcass weight,MSE,5,Test,320.86688184438736,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,Non-weather + weather,steer,price,MAE,1,Train,78.21323628444848,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MAE,2,Train,79.85856873166625,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MAE,3,Train,74.31769755442919,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MAE,4,Train,76.06869215552481,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MAE,5,Train,77.6494647520627,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MAE,1,Test,76.5008280148535,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MAE,2,Test,71.13819393170436,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MAE,3,Test,90.98400365607253,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MAE,4,Test,86.27478714407124,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MAE,5,Test,78.02474966555869,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MSE,1,Train,10735.252820066593,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MSE,2,Train,10746.367225095302,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MSE,3,Train,9202.775050788181,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MSE,4,Train,10198.673788928287,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MSE,5,Train,10655.90683740102,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MSE,1,Test,9550.309660910323,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MSE,2,Test,9346.079521598309,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MSE,3,Test,15655.314332764852,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MSE,4,Test,11891.015565002726,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,steer,price,MSE,5,Test,9762.048477505206,584,314,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,Non-weather + weather,heifer,price,MAE,1,Train,55.415723975439654,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MAE,2,Train,54.90972876998889,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MAE,3,Train,58.494779551082765,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MAE,4,Train,58.30501556123112,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MAE,5,Train,56.01828428519875,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MAE,1,Test,71.04452083149171,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MAE,2,Test,75.57382610160388,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MAE,3,Test,58.53852141532846,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MAE,4,Test,62.35554223291695,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MAE,5,Test,66.92269139397204,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MSE,1,Train,5530.946973599516,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MSE,2,Train,5605.097936356096,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MSE,3,Train,6366.627387232607,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MSE,4,Train,6014.436422671035,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MSE,5,Train,5170.907167512505,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MSE,1,Test,8785.506001196523,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MSE,2,Test,8950.139540735481,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MSE,3,Test,5407.045726655448,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MSE,4,Test,6495.672087886814,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,Non-weather + weather,heifer,price,MSE,5,Test,9999.8735144943,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
